participant_id,participant_longitude,participant_latitude,participant_zip_code,participant_city,participant_state,age,gender,hispanic_or_latino,race,race_self_identify_text,education_level,languages_home,languages_home_other,last_flood_experience,flood_preparation_actions,flood_response_actions,flood_map_experience,flood_map_experience_other,selected_folder,selected_image,image_longitude,image_latitude,image_zip_code,image_city,image_state,flood_risk_severity,flood_frequency,flood_risk_understanding,confidence_in_map,likely_to_buy_property,likely_to_rent_property,likely_to_buy_insurance,likely_to_take_preventive_actions,use_flood_maps_frequency,ease_of_interpretation,additional_comments
411,-73.1988,41.2045,83404,Idaho Falls,Idaho,25 to 34   ,Male,No,White ,,Master’s degree  ,English ,,Before 2010,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Created an emergency plan with family or household members,Monitored weather reports and flood warnings,Evacuated to a safer location before the flood","Evacuated from the area,Contacted emergency services or authorities,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates,Relocated valuables to safer areas","Yes, personally (e.g., for personal interest or home planning) ",,historical_images,location_175,-95.1155433,29.5067404,77573,League City,Texas,Low,"Here’s a 30-word response for the question asking for additional comments or concerns:  ---  The map provides useful information, but it could benefit from clearer labels or color coding to make the flood risk zones more distinguishable and easier for the public to understand at a glance.",Moderately well,Somewhat confident,Somewhat likely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat unlikely,Sometimes,Somewhat easy,"Here’s a 30-word response for the question asking for additional comments or concerns:  ---  The map provides useful information, but it could benefit from clearer labels or color coding to make the flood risk zones more distinguishable and easier for the public to understand at a glance."
412,-97.822,37.751,35756,Madison,Alabama,25 to 34   ,Female,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2024,"Secured important documents and valuables,Moved belongings to higher ground,Created an emergency plan with family or household members","Contacted emergency services or authorities,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,climate_central,location_136,-89.5248512,40.8249675,61611,Spring Bay,Illinois,High,2,Very well,Somewhat confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Rarely,Extremely easy,"The map might not always reflect the impact of local infrastructure, such as flood defenses, levees, or drainage systems"
412,-97.822,37.751,35756,Madison,Alabama,25 to 34   ,Female,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2024,"Secured important documents and valuables,Moved belongings to higher ground,Created an emergency plan with family or household members","Contacted emergency services or authorities,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,climate_central,location_228,-82.20833,27.103213,34291,North port,Florida,High,2,Very well,Very confident,Neither likely nor unlikely,Somewhat likely,Very likely,Somewhat likely,Always,Neither easy nor difficult,"Flood risks change over time due to urban development, climate change, and other factors. Is the map regularly updated to reflect the latest data, or could it be outdated, making it less reliable?"
413,-97.822,37.751,22963,Palmyra,Virginia,35 to 44   ,Female,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2020,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Installed flood barriers or sandbags,Monitored weather reports and flood warnings","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_110,-83.6444045,41.0368447,45840,Findlay,Ohio,Moderate,34,Very well,Somewhat confident,Somewhat likely,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Often,Neither easy nor difficult,NO
413,-97.822,37.751,22963,Palmyra,Virginia,35 to 44   ,Female,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2020,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Installed flood barriers or sandbags,Monitored weather reports and flood warnings","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,google_maps,location_214,-95.185469,29.537232,77546,Houston,Texas,Moderate,10,Very well,Very confident,Neither likely nor unlikely,Somewhat likely,Somewhat likely,Somewhat likely,Often,Neither easy nor difficult,NO
414,-97.822,37.751,33035,Homestead,Florida,45 to 54   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Stocked up on food, water, and emergency supplies,Created an emergency plan with family or household members,Evacuated to a safer location before the flood","Evacuated from the area,Moved to a shelter or safe location,Used a generator or backup power supply","Yes, academically (e.g., as part of a course or research project) ",,fema,location_57,-93.7327438,30.093099,77630,Orange,Texas,High,3,Very well,Extremely confident,Somewhat likely,Somewhat unlikely,Very likely,Somewhat likely,Sometimes,Somewhat easy,nothing
414,-97.822,37.751,33035,Homestead,Florida,45 to 54   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2023,"Stocked up on food, water, and emergency supplies,Created an emergency plan with family or household members,Evacuated to a safer location before the flood","Evacuated from the area,Moved to a shelter or safe location,Used a generator or backup power supply","Yes, academically (e.g., as part of a course or research project) ",,fema,location_183,-122.9134308,39.0358122,95453,Lakeport,California,High,2,Very well,Very confident,Somewhat likely,Very likely,Somewhat likely,Neither likely nor unlikely,Always,Extremely easy,nothing
415,-97.822,37.751,90011,Los Angeles,California,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2020,"Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members","Assisted neighbors or community members,Used a generator or backup power supply,Began cleanup and damage assessment immediately,Did not take any action to respond","Yes, academically (e.g., as part of a course or research project) ",,historical_images,location_194,-87.2003981,41.3339124,46341,Hebron,Indiana,Low,1,Slightly well,Very confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat easy,good
415,-97.822,37.751,90011,Los Angeles,California,25 to 34   ,Male,No,White ,,Bachelor’s degree (4-year college)  ,English ,,2020,"Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members","Assisted neighbors or community members,Used a generator or backup power supply,Began cleanup and damage assessment immediately,Did not take any action to respond","Yes, academically (e.g., as part of a course or research project) ",,historical_images,location_128,-97.9379814,35.8619947,73750,Kingfisher,Oklahoma,High,3,Very well,Very confident,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Sometimes,Somewhat easy,none
416,-97.822,37.751,98604,Battle Ground,Washington,18 to 24   ,Male,Yes,"Asian ,Black or African American  ,Middle Eastern or Noth African ,Native Hawaiian or other Pacific Islander  ,White ",,Bachelor’s degree (4-year college)  ,"English ,Spanish ,Chinese (Mandarin or Cantonese) ,Tagalog ,Vietnamese ,French ,Korean ,Arabic ,Russian ",,2016,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings,Evacuated to a safer location before the flood,Did not take any action to prepare","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately,Relocated valuables to safer areas","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,fema,location_254,-81.8584,26.64797,33916,Fort Myers,Florida,Very High,3,Extremely well,Extremely confident,Very likely,Very likely,Very likely,Very likely,Always,Extremely easy,no
416,-97.822,37.751,98604,Battle Ground,Washington,18 to 24   ,Male,Yes,"Asian ,Black or African American  ,Middle Eastern or Noth African ,Native Hawaiian or other Pacific Islander  ,White ",,Bachelor’s degree (4-year college)  ,"English ,Spanish ,Chinese (Mandarin or Cantonese) ,Tagalog ,Vietnamese ,French ,Korean ,Arabic ,Russian ",,2016,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members,Monitored weather reports and flood warnings,Evacuated to a safer location before the flood,Did not take any action to prepare","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately,Relocated valuables to safer areas","Yes, professionally (e.g., in urban planning, environmental science, emergency management)",,fema,location_234,-90.571171,41.520406,52801,Davenport,Iowa,Very High,3,Extremely well,Extremely confident,Very likely,Very likely,Very likely,Very likely,Always,Extremely easy,no
417,-97.822,37.751,32003,Orange Park,Florida,35 to 44   ,Male,Yes,White ,,Associate degree (2-year college)  ,English ,,2011,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately,Relocated valuables to safer areas","Yes, personally (e.g., for personal interest or home planning) ",,noaa,location_254,-81.8584,26.64797,33916,Fort Myers,Florida,Moderate,5,Moderately well,Somewhat confident,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Sometimes,Neither easy nor difficult,nothing
417,-97.822,37.751,32003,Orange Park,Florida,35 to 44   ,Male,Yes,White ,,Associate degree (2-year college)  ,English ,,2011,"Stocked up on food, water, and emergency supplies,Secured important documents and valuables,Moved belongings to higher ground,Installed flood barriers or sandbags,Created an emergency plan with family or household members","Evacuated from the area,Contacted emergency services or authorities,Moved to a shelter or safe location,Assisted neighbors or community members,Used a generator or backup power supply,Stayed inside and monitored flood updates,Began cleanup and damage assessment immediately,Relocated valuables to safer areas","Yes, personally (e.g., for personal interest or home planning) ",,noaa,location_185,-87.2045741,30.4131875,32501,Pensacola,Florida,Moderate,9,Moderately well,Somewhat confident,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Sometimes,Neither easy nor difficult,nothing
